Title,Company_Name,Type,Colour ,orginal_price,dicounted_price,Discount,Rating,Location
M10 TWS Wireless Headphones Bluetooth 5.0 Earphones HIFI Stereo Earbuds Waterproof Headsets 2000mAh Charging Box,M10,Wireless,baby pink,1299,599,-54%,-5,Bangladesh
Orignal Creative High Bass Audio Earphone with Pouch EP-530 - Black,Orignal,In-Ear,Active black,500,136,-73%,-82,Bangladesh
M10 TWS Wireless Earphone Touch Bluetooth Earplugs In The Ear Stereo Sport Headsets CVC8.0 Noise Reduction Headphones with Digital display black Good effect and easy to use,M10,Earphoone,White,1500,547,-64%,-10,Bangladesh
1MORE Piston Fit In-Ear Headphones ( E1009 ),1MORE,In-Ear,Red,750,649,-13%,-6,Bangladesh
Wiresto In Ear Headphones Earphone Wired Earbuds Noise Canceling Headphone HIFI Sound Quality No Ear Pain Earphone HIFI Subwoofer Headset with HD Microphone,Wiresto,Wireless,Black,238,159,-33%,-4,Free Shipping
P47 Headband Foldable Stereo Bluetooth Headphones Wireless Headse,P47,Earphone,baby pink,1220,290,-76%,-325,Bangladesh
KZ ZSN PRO X 1BA+1DD KZ Hybrid Earphone,KZ,In-Ear,Active black,2550,1780,-30%,-117,Free Shipping
Mi In Ear Earphone Best Bass Sound Quality For All Phone- White Color,Mi,In-Ear,White,250,101,-60%,-1,Bangladesh
Gaming Headphones 3.5mm Dual Speaker In-Ear Earphone HiFi Sport Earbud Auricular Metal Fever Heavy Bass Copper HD Gamer Hand free With Mic,Gaming,Earphone,Red,450,250,-44%,-6,Free Shipping
Wiresto In-Ear Headphones Earphone Wired Earbuds Sport In Ear Headphone Stereo Headset3.5mm Jack Wired Cable Music Headphone HIFI Sound Quality Headphone  No Ear Pain Earphone with HD Microphone,Wiresto,Wireless,Black,373,249,-33%,-31,Free Shipping
1 টি কিনলে 1 টি vivo ইন ইয়ার ইয়ারফোন সেরা সাউন্ড কোয়ালিটি সাথে ফ্রি ওয়ান-সাদা,1,In-Ear,baby pink,230,99,-57%,,Bangladesh
Ear phone Head phone For Phones 3.5mm Jack with Mic best bazz,Ear,Earphoone,Active black,222,55,-75%,,Bangladesh
Overfly Bluetooth Headphones for Mobile Phones Metallic Magnetic Sports Headset Stereo Music Earbud Wireless Bluetooth Earphones,Overfly,In-Ear,White,290,99,-66%,-2,Bangladesh
UiiSii HM12 Half in-Ear Headset Metal Bass Music Earphone Wired Headphones with Mic and Pouch Bag,UiiSii,Wireless,Red,550,319,-42%,-206,Bangladesh
UiiSii HM-13 Half In-Ear Metal Bass Music Earphone Wired Headphones,UiiSii,Earphone,Black,550,310,-44%,-1,Free Shipping
Lenovo HE05 Bluetooth Headphones Wireless Headsets Sport Neckband,Lenovo,In-Ear,baby pink,780,350,-55%,-3,Bangladesh
"UGREEN USB C Earbuds, Wired Headphones with Microphone and Volume Control Noise Cancelling Headphones, HiFi Stereo Wired Earbuds Compatible with 2021 iPad Pro Samsung Galaxy S21 Google Pixel 5/4/4XL",UGREEN,In-Ear,Active black,2299,1349,-41%,-29,Free Shipping
Vivo in-ear Earphone Good Bass Sound Quality for All Android Mobile Phone | High Bass Sound Quality | Boom Bass Wired in-ear Headphones Compatible With All Vivo Smartphones/earphons,Vivo,Earphone,White,150,55,-63%,,Bangladesh
Lenovo HE05x Wireless Bluetooth Headphones IPX5 Sports Headphones Magnetic Headset with Mic Noise Canceling,Lenovo,Wireless,Red,1500,355,-76%,-1,Bangladesh
Oppo In Ear Earphone Best Bass Sound Quality For All Android - White Color,Oppo,In-Ear,Black,150,80,-47%,-54,Bangladesh
Realme R50 Buds In-Ear Headphones High Performance Fashionable Wired Earphones (with mobile stand free),Realme,Earphoone,baby pink,99,48,-52%,-3,Bangladesh
P47 Stereo  Earphone Wireless Bluetooth latest version Headphone with SD Card Slot,P47,In-Ear,Active black,600,360,-40%,-5,Free Shipping
Plextone G30 Gaming Headset with Microphone.Colour -Black,Plextone,Wireless,White,1500,1200,-20%,-2,Free Shipping
QKZ CK8 Wired Dual Moving Coil Heavy Bass Stereo In-ear Earphone with Microphone Line Control,QKZ,Earphone,Red,550,280,-49%,-4,Free Shipping
I7S TWS Double Dual Wireless Bluetooth Earphone,I7S,In-Ear,Black,650,246,-62%,-4,Bangladesh
Samsung High Quality In-Ear Headphones - White Galaxy S-530,Samsung,In-Ear,baby pink,,190,,,Bangladesh
QKZ DM10 Type C Zinc Alloy HiFi In Ear Earphones,QKZ,Earphone,Active black,620,399,-36%,-5,Bangladesh
Awei ES15Hi Crystal Clear Stereo Headset with MIC for in-ear headphones for Smartphones,Awei,Wireless,White,580,360,-38%,,Bangladesh
S12 In-Ear Wired Headphones -Portable Subwoofer Cable with Built-in Microphone- 3.5mm In-Ear Wired Headphones for Xiaomi / Huawei,S12,In-Ear,Red,240,137,-43%,,Free Shipping
Oppo In Ear Earphone Best Bass Sound Quality For All Android - White Color,Oppo,Earphoone,Black,250,89,-64%,,Free Shipping
U19 3.5mm Wired Headphones In-Ear Headset Macaron Color Music Earphone Smart Phone Earbuds In-line Control with Microphone,U19,In-Ear,baby pink,160,58,-64%,-4,Bangladesh
Stereo Super Bass Music Earphones with Mic In-Ear Headphones (iBesky C09),Stereo,Wireless,Active black,,550,,-1,Bangladesh
SONY MDR-XB450 Over The Ear Extra Bass Headphone,SONY,Earphone,White,908,269,-70%,,Bangladesh
Wiresto In-Ear Sound Insulation And Noise Reduction Wired Headphones Heavy Bass Hifi Sound Quality Low With Free Protection Box,Wiresto,In-Ear,Red,598,379,-37%,-38,Free Shipping
Creative EP-530 Earphone (With Mic),Creative,In-Ear,Black,750,139,-81%,-1,Bangladesh
Vivo In Ear Earphone Best Music Sound Quality For All Android - White Color,Vivo,Earphone,baby pink,250,120,-52%,-5,Bangladesh
REMAX RM-711 In Ear Earphones Mobile Phone Earphone With Mic Noise Reduction Sound Insulation,REMAX,Wireless,Active black,550,229,-58%,-9,Bangladesh
buy 1 get 1 Vivo In Ear Earphone Best Sound quality with free one - White,buy,In-Ear,White,299,109,-64%,-6,Bangladesh
SONY MDR-XB450 Over The Ear Extra Bass Headphone - Blue,SONY,Earphoone,Red,400,266,-34%,-7,Bangladesh
New Super 4D Bass Double Speaker Earbuds Sport Wired Earphones Headphones with Mic for Mobile Phone (3.5mm Interface),New,In-Ear,Black,400,127,-68%,-1,Free Shipping
"Logitech H110 Stereo Headset, Black & Grey",Logitech,Wireless,baby pink,,999,,-130,Free Shipping
Vivo In Ear Earphone Best Sound quality for any Android - White,Vivo,Earphone,Active black,220,98,-55%,-1,Free Shipping
Super Bass Headphones Ear Hook,Super,In-Ear,White,300,132,-56%,-37,Bangladesh
AWEI A780BL Bluetooth Stereo Headphones,AWEI,In-Ear,Red,1750,1650,-6%,-7,Bangladesh
buy 1 get 1 Vivo In Ear Earphone Best Sound quality with free one - White,buy,Earphone,Black,250,110,-56%,-2,Bangladesh
Headphones Four Drive Stereo Wired Earphone for Samsung Xiaoxi High Bass 4D Stereo In-Ear Earphones with Microphone Computer Earbuds for Phone Sport Earphones,Headphones,Wireless,baby pink,399,145,-64%,,Free Shipping
HOCO M68 Super Bass Wired Headphones 3.5mm In Ear Earphone With Microphone,HOCO,In-Ear,Active black,600,149,-75%,-4,Bangladesh
Vivo In Ear Earphone Best Sound quality with free one - White,Vivo,Earphoone,White,199,99,-50%,,Bangladesh
TWIN HORN 3-5mm Wired Headphones With-Bass Earbuds-Stereo Earphones Music Headphones Sport Earphones Gaming Headset With Mic,TWIN,In-Ear,Red,450,153,-66%,-5,Free Shipping
UiiSii HM12 Gaming Headset On-Ear Deep Bass Good Treble Earphone - Black,UiiSii,Wireless,Black,650,319,-51%,-12,Bangladesh
Awei Pc 7 3.5mm Wired Earphones Stereo Bass Sound With Microphone Earphone,Awei,Earphone,baby pink,350,165,-53%,,Bangladesh
Lenovo HE05 wireless in-ear neckband earphones - Black  Lenovo HE05 Bluetooth Headphones Wireless Headsets Sport  Lenovo Wireless Headsets HE05 Sport Earphone Magnetic Hanging Bluetooth 5.0 Call noise reduction 8 Hours Music Control  HE05 Neckband,Lenovo,In-Ear,Active black,660,396,-40%,-34,Bangladesh
Oraimo OEP-E21 Halo Legendary Sound 3.5mm Half In-Ear Wired Headphones One-Button Wired Control/Mic,Oraimo,In-Ear,White,588,255,-57%,,China
Mi in-ear Earphone for All Android Mobile Phone Boom Bass Wired in-ear Headphones Compatible With All Smartphones,Mi,Earphone,Red,99,76,-23%,-20,Free Shipping
Best neckband Lenovo HE05 Bluetooth 5.0 Wireless Earphones Magnetic Neckband Bluetooth Headphone Waterproof Stereo Headset with Mic,Best,Wireless,Black,1499,388,-74%,,Bangladesh
Super Bass Headphones Ear Hook,Super,In-Ear,baby pink,389,137,-65%,-12,Bangladesh
Kin K-28 earphone perfect sound super bass Headphones With Mic-Beauty PINK,Kin,Earphoone,Active black,180,85,-53%,-4,Free Shipping
SONY XB450AP Extra Bass Headphones -White,SONY,In-Ear,White,600,269,-55%,-16,Bangladesh
Creative High Bass Audio Earphone with Pouch EP-530 - Black,Creative,Wireless,Red,290,113,-61%,-2,Free Shipping
Lenovo HF140 - 3.5mm Wired Headphones Metal In-ear Earphone with Mic Noise Cancelling Stereo Music Headset,Lenovo,Earphone,Black,600,385,-36%,-2,Bangladesh
Samsung Bluetooth headset Wireless headphones earphone with microphone,Samsung,In-Ear,baby pink,,145,,,Free Shipping
UiiSii HM9c Type-C Wired In-Ear Earphone,UiiSii,In-Ear,Active black,500,450,-10%,,Bangladesh
TWIN HORN 3.5mm Super Bass Stereo In Ear Earphone Gaming Headphones For Mobile,TWIN,Earphone,White,450,153,-66%,-3,Free Shipping
"Lenovo He05 Bluetooth 5.0 Neckband Earphone Wireless Stereo Sports Magnetic Mega Bass Stereo Neckband Earbuds with Microphone Noise Isolating Supreme Sound, 8-Hour Rechargeable Battery, Lightweight Headphones Sports Running Ipx5 Waterproof Headset",Lenovo,Wireless,Red,700,349,-50%,-34,Bangladesh
Vivo/Oppo/Saamsung/Reelme In-Ear Headphones,Vivo/Oppo/Saamsung/Reelme,In-Ear,Black,130,69,-47%,-38,Bangladesh
KZ-HD9 High Quality HiFi Sport Headphones In Ear Earphone For Running With Microphone Noise Cancel Earphone Sport Earphone,KZ-HD9,Earphoone,baby pink,900,278,-69%,-8,Free Shipping
Uiisii C100 in-ear with microphone subwoofer portable earphone game music sports headphones for IOS Android phone,Uiisii,In-Ear,Active black,550,166,-70%,-11,Bangladesh
REMAX 512 High Performance Wired In Ear Earphone || Headphones,REMAX,Wireless,White,220,160,-27%,-1,Bangladesh
Universal Type-c Wired Earphone In-ear Noise Reduction Wire-controlled Tuning 3.5mm Phone Headset,Universal,Earphone,Red,320,220,-31%,,Free Shipping
Samsung High Quality In-Ear Headphones - White Galaxy S-530,Samsung,In-Ear,Black,180,100,-44%,,Bangladesh
KBEAR KS1 Dual Magnectic Circuit Dynamic In Ear Earphone Running Sport HIFI Music Wired Headphones With Mic Deep Bass Earbuds,KBEAR,In-Ear,baby pink,,1000,,,Bangladesh
buy 1 get 1 Vivo In Ear Earphone Best Sound quality with free one - White,buy,Earphone,Active black,299,109,-64%,-5,Bangladesh
Buds 2 Magnet In-Ear Headphones,Buds,Wireless,White,110,57,-48%,-2,Bangladesh
UiiSii HM12 earphone with ear-in noise reduction music game earphone with microphone,UiiSii,In-Ear,Red,1150,322,-72%,-13,Free Shipping
QKZ DM9 Heavy Bass Zinc Alloy HiFi Earphone In Ear Headphone Bass Subwoofer Metal Wired Earphone Magnetic Suction Line Control with Mic Sports Headset Phone Laptop Gaming Earphone Earbuds,QKZ,Earphoone,Black,600,335,-44%,-17,Bangladesh
buy 1 get 1 Vivo In Ear Earphone Best Sound quality with free one - White,buy,In-Ear,baby pink,299,109,-64%,-1,Bangladesh
buy 1 get 1 Vivo In Ear Earphone Best Sound quality with free one - White,buy,Wireless,Active black,299,109,-64%,-3,Bangladesh
KZ-HD9 High Quality HiFi Sport Headphones In Ear Earphone For Running With Microphone Noise Cancel Earphone Sport Earphone,KZ-HD9,Earphone,White,900,285,-68%,-94,Bangladesh
Orignal Creative High Bass Audio Earphone with Pouch EP-530 - Black,Orignal,In-Ear,Red,360,160,-56%,-1,Bangladesh
UGREEN Aux Earbuds Earphones 3.5mm Handsfree Wired Headphones Volume Control Noise Isolating Stereo Sound with Microphone For Android MP3 MP4 Pad,UGREEN,In-Ear,Black,1861,1047,-44%,,Free Shipping
Mi Clear Bass Stereo In-Eae Wired Earphones,Mi,Earphone,baby pink,400,125,-69%,-3,Bangladesh
Best Quality  Lenovo Headphone Price in Bangladesh,Best,Wireless,Active black,1050,390,-63%,,Bangladesh
Orignal Creative High Bass Audio Earphone with Pouch EP-530 - Black Orignal Creative High Bass Audio Earphone with Pouch EP-530 - Black,Orignal,In-Ear,White,,130,,-4,Bangladesh
HIFI Sound Quad-core Mobile Wired Headphones 3.5 Sport Earbuds with Bass Phone Earphone Wire Stereo Headset Mic Music Earphones,HIFI,Earphoone,Red,600,173,-71%,-125,Bangladesh
In-Ear Headphone Android Smart Universal Phone Headset,In-Ear,In-Ear,Black,450,108,-76%,-2,Bangladesh
Wiresto In-Ear Headphones VIKEN Model Wired noise reduction headphone HIFI subwoofer sound quality in-ear painless earplugs (with HD microphone),Wiresto,Wireless,baby pink,583,349,-40%,-57,Free Shipping
HM12 Gaming On-Ear Earphone - with Pouch,HM12,Earphone,Active black,500,450,-10%,-12,Bangladesh
Firestone Mini Cover Design Portable Applicable for Airpods Bluetooth Silicone Headphones Drop-proof Covers variety of colors Anti-lost,Firestone,In-Ear,White,199,59,-70%,,Bangladesh
KZ ZSN PRO X 1BA+1DD KZ Hybrid Earphone,KZ,In-Ear,Red,1800,1690,-6%,-7,Bangladesh
UiiSii HM13 In-Ear gaming Headset with Microphone,UiiSii,Earphone,Black,800,319,-60%,-3,Bangladesh
Bluetooth V4.1 Wireless Sport Running Earphone Stereo In-Ear Headphones,Bluetooth,Wireless,baby pink,400,115,-71%,-2,Bangladesh
SONY MDR-XB450 Over The Ear Extra Bass Headphone - Blue,SONY,In-Ear,Active black,400,292,-27%,-3,Bangladesh
Universal 3.5mm Sports Wired Headset Earphone Any Mobile Phone Support / Hi-Fi Audio Powerful Bass Blast Earphones,Universal,Earphoone,White,150,65,-57%,-3,Free Shipping
Overfly Bluetooth Headphones Metal Magnetic Sports Headsets Stereo Music Earbuds Wireless Bluetooth Earphones for Mobile Phone,Overfly,In-Ear,Red,250,120,-52%,-4,Bangladesh
REMAX RM-711 In Ear Earphones Mobile Phone Earphone With Mic Noise Reduction Sound Insulation,REMAX,Wireless,Black,550,225,-59%,-6,Bangladesh
UiiSii U7 Wired In-Ear Heavy Bass Headphones - Black,UiiSii,Earphone,baby pink,350,250,-29%,-1,Bangladesh
3C Home QKZ SK7 3.5mm WiRed Headphones In-ear Earbuds Super Bass Music Earphone Sports Headset with Microphone,3C,In-Ear,Active black,721,489,-32%,,China
Piston In-Ear Earphone For MI and all types of smartphones,Piston,In-Ear,White,150,75,-50%,-2,Free Shipping
Realme Buds  In-Ear Headphones  Wired Headset With Mic,Realme,Earphone,Red,300,175,-42%,-10,Bangladesh
BlueWow BM10 In Ear Headphones Earphone Headset Wired Earbuds Heavy Bass Noise Cancelling with HD Mic,BlueWow,Wireless,Black,859,347,-60%,-40,Free Shipping
মাইক্রোফোন এবং পাউচের সাথে কানের ইন শব্দ কমানোর সাথে uiisii hm12 ইয়ারফোন ধাতব প্লাগ স্টিরিও সাবউফার মিউজিক গেম ইয়ারফোন,মাইক্রোফোন,In-Ear,baby pink,600,340,-43%,-1,Bangladesh
UiiSii HM12 In-ear Headphones Metal Heavy Bass HiFi Music Game Earphones Have A Microphone And Automatic Noise Reduction,UiiSii,Earphoone,Active black,800,360,-55%,-89,Bangladesh
Lenovo HF140 Wired Earphones 3.5mm Super Bass Stereo Metal In-ear Earphone with Mic Noise Cancelling Music Headsets,Lenovo,In-Ear,White,500,317,-37%,,Bangladesh
1MORE Piston Fit In-Ear Headphones ( E1009 ),1MORE,Wireless,Red,950,750,-21%,-9,Bangladesh
Orignal Creative High Bass Audio Earphone with Pouch EP-530 - Black,Orignal,Earphone,Black,380,121,-68%,-1,Bangladesh
Overfly Bluetooth Headphones Metal Magnetic Sports Headsets Stereo Music Earbuds Wireless Bluetooth Earphones for Mobile Phone,Overfly,In-Ear,baby pink,300,170,-43%,,Free Shipping
"Awei TC1 Type-C Jack In Ear Headphones, Earbuds, Full Metal Earphones with Mic and Volume Control, High Definition, Noise Isolating, Deep Bass, Ergonomic Design & Crystal Clear Sound",Awei,In-Ear,Active black,1000,486,-51%,-8,Free Shipping
KZ ZSE Dual Driver Noise Isolating Bass in-Ear HiFi Earphone Wired Stereo Headphones for Sleep/Sport/Workout/Travel/Running,KZ,Earphone,White,1000,573,-43%,-8,Bangladesh
HBQ I7S Double Dual Mini Wireless 4.1 Bluetooth Earphone With Power,HBQ,Wireless,Red,390,270,-31%,-12,Bangladesh
Lenovo HE05 Bluetooth Headphones Wireless Headsets Sport Neckband,Lenovo,In-Ear,Black,790,479,-39%,-57,Bangladesh
Awei PC-1 Mini Stereo In-Ear Earphone,Awei,Earphoone,baby pink,164,149,-9%,-1,Bangladesh
PTM T2 In-Ear Earphones Mega Bass Music Headset Earbuds Sport headphone,PTM,In-Ear,Active black,250,160,-36%,-2,Bangladesh
Kin K-28 Earphone Perfect Sound Super Bass Headphones With Mic-Crash Green,Kin,Wireless,White,180,95,-47%,-1,Free Shipping
Buds Air TWS Earphone True Wireless Bluetooth Earphones headset Auto Connection Dual Mic Touch Control Wireless charging Headset,Buds,Earphone,Red,800,410,-49%,-6,Bangladesh
Samsung High Quality In-Ear Headphones,Samsung,In-Ear,Black,200,90,-55%,,Bangladesh
Tuddrom F1 3.5mm Port Gaming Headphone with Microphone,Tuddrom,In-Ear,baby pink,170,160,-6%,-4,Bangladesh
Vivo In Ear Earphone Best Sound quality - White,Vivo,Earphone,Active black,150,67,-55%,,Bangladesh
UiiSii HM12 Half in-Ear Headset Metal Bass Music Earphone Wired Headphones with Mic,UiiSii,Wireless,White,550,299,-46%,-152,Free Shipping
HBQ I7S TWS Double Dual Wireless 4.1 Bluetooth Earphone With Power Case - White,HBQ,In-Ear,Red,433,255,-41%,-3,Bangladesh
Oppo In Ear Earphone Best Bass Sound Quality For All Android - White,Oppo,Earphoone,Black,220,99,-55%,-1,Bangladesh
Wiresto Gaming Earphones In-Ear Headphones Wired Earphones Earbuds Headset Noise Cancelling Earphone Stereo PS4 New Xbox with Free Case Box(null),Wiresto,In-Ear,baby pink,793,499,-37%,-11,Free Shipping
AKG_Headphones Headset Earphones EarBuds for Smartphone Laptop And PC,AKG_Headphones,Wireless,Active black,150,125,-17%,-3,Free Shipping
Wiresto In-Ear Headphones Wireless Earbuds Bluetooth Earphones Neckband Headphone Neck Hanging Ear Soft Silicone IPX5 Waterproof Sport Earphone HD Stereo Headset Magnetic Headphones,Wiresto,Earphone,White,1123,749,-33%,-44,Free Shipping
REMAX RM-711 In Ear Earphones Mobile Phone Earphone With Mic Noise Reduction Sound Insulation,REMAX,In-Ear,Red,499,239,-52%,-1,Bangladesh
Wiresto M9 Wired In-Ear Headset Gaming Headset Lavalier Microphne Octa-core Panoramic Sound Headphones Monitor Earphone 3.5MM Earphones Heavy Bass Noise Canceling,Wiresto,In-Ear,Black,628,399,-36%,-16,Free Shipping
UiiSii U1 Wired Noise Cancelling Dynamic Heavy Bass Music VOLUME In-ear Earphone,UiiSii,Earphone,baby pink,350,241,-31%,-1,Free Shipping
"Earphone D525-In Ear Headphone for all Phones, Super Bass Earbuds Stereo",Earphone,Wireless,Active black,170,89,-48%,-1,Bangladesh
QKZ SK3 Dual Driver Earphones Bass Sport Running Headset HIFI Monitor Earbuds Games Headphones With Mic,QKZ,In-Ear,White,600,319,-47%,-1,Bangladesh
"Awei TC1 Type-C Jack In Ear Headphones, Earbuds, Full Metal Earphones with Mic and Volume Control, High Definition, Noise Isolating, Deep Bass, Ergonomic Design & Crystal Clear Sound",Awei,Earphoone,Red,700,409,-42%,-37,Bangladesh
